id,dispositivo_id,instante_utc,latitud_simulada,longitud_simulada,odometro_km,horometro_h,bateria_pct
TEL-SYN-0012253,DEV-SYN-00013,2025-08-10T05:38:00+00:00,0.251294,0.154214,10436.8,1112.6,76.0
TEL-SYN-0012254,DEV-SYN-00014,2025-08-10T06:04:00+00:00,0.508099,0.603189,10443.8,1112.7,97.6
TEL-SYN-0012255,DEV-SYN-00015,2025-08-10T06:30:00+00:00,0.189496,0.538691,10461.6,1112.8,59.0
TEL-SYN-0012256,DEV-SYN-00016,2025-08-10T06:56:00+00:00,0.821172,0.730873,10437.3,1112.8,68.0
TEL-SYN-0012257,DEV-SYN-00017,2025-08-10T07:22:00+00:00,0.608907,0.207975,10503.5,1112.8,89.6
TEL-SYN-0012258,DEV-SYN-00018,2025-08-10T07:48:00+00:00,0.152248,0.803004,10544.5,1112.9,38.0
TEL-SYN-0012259,DEV-SYN-00019,2025-08-10T08:14:00+00:00,0.376061,0.610748,10549.3,1113.0,67.0
TEL-SYN-0012260,DEV-SYN-00020,2025-08-10T08:40:00+00:00,0.516594,0.837572,10511.2,1113.0,26.0
TEL-SYN-0012261,DEV-SYN-00021,2025-08-10T09:06:00+00:00,0.612189,0.888802,10525.8,1113.0,91.8
TEL-SYN-0012262,DEV-SYN-00022,2025-08-10T09:32:00+00:00,0.418019,0.108871,10583.3,1113.1,70.9
TEL-SYN-0012263,DEV-SYN-00023,2025-08-10T09:58:00+00:00,0.471899,0.234795,10569.6,1113.2,66.1
TEL-SYN-0012264,DEV-SYN-00024,2025-08-10T10:24:00+00:00,0.638646,0.339254,10569.0,1113.2,39.1
TEL-SYN-0012265,DEV-SYN-00025,2025-08-10T10:50:00+00:00,0.733321,0.309095,10600.6,1113.2,89.4
TEL-SYN-0012266,DEV-SYN-00026,2025-08-10T11:16:00+00:00,0.849763,0.286151,10641.3,1113.3,96.0
TEL-SYN-0012267,DEV-SYN-00027,2025-08-10T11:42:00+00:00,0.866371,0.695445,10594.8,1113.4,97.5
TEL-SYN-0012268,DEV-SYN-00028,2025-08-10T12:08:00+00:00,0.445009,0.505797,10630.3,1113.4,49.9
TEL-SYN-0012269,DEV-SYN-00029,2025-08-10T12:34:00+00:00,0.378517,0.894702,10636.9,1113.4,80.5
TEL-SYN-0012270,DEV-SYN-00030,2025-08-10T13:00:00+00:00,0.229589,0.596209,10687.4,1113.5,41.6
TEL-SYN-0012271,DEV-SYN-00031,2025-08-10T13:26:00+00:00,0.100632,0.880392,10674.0,1113.6,50.7
TEL-SYN-0012272,DEV-SYN-00032,2025-08-10T13:52:00+00:00,0.774055,0.115815,10685.3,1113.6,64.2
TEL-SYN-0012273,DEV-SYN-00033,2025-08-10T14:18:00+00:00,0.552802,0.666184,10722.0,1113.6,97.9
TEL-SYN-0012274,DEV-SYN-00034,2025-08-10T14:44:00+00:00,0.880672,0.479720,10681.3,1113.7,68.2
TEL-SYN-0012275,DEV-SYN-00035,2025-08-10T15:10:00+00:00,0.839322,0.588594,10743.3,1113.8,67.6
TEL-SYN-0012276,DEV-SYN-00036,2025-08-10T15:36:00+00:00,0.302096,0.820611,10742.3,1113.8,56.7
TEL-SYN-0012277,DEV-SYN-00037,2025-08-10T16:02:00+00:00,0.690930,0.582997,10746.5,1113.8,91.2
TEL-SYN-0012278,DEV-SYN-00038,2025-08-10T16:28:00+00:00,0.549678,0.705158,10769.7,1113.9,36.9
TEL-SYN-0012279,DEV-SYN-00039,2025-08-10T16:54:00+00:00,0.377578,0.276141,10797.3,1114.0,57.1
TEL-SYN-0012280,DEV-SYN-00040,2025-08-10T17:20:00+00:00,0.310195,0.884888,10801.2,1114.0,68.6
TEL-SYN-0012281,DEV-SYN-00041,2025-08-10T17:46:00+00:00,0.225681,0.596095,10800.3,1114.0,59.0
TEL-SYN-0012282,DEV-SYN-00042,2025-08-10T18:12:00+00:00,0.214481,0.493644,10823.5,1114.1,51.1
TEL-SYN-0012283,DEV-SYN-00043,2025-08-10T18:38:00+00:00,0.729831,0.550276,10840.7,1114.2,69.1
TEL-SYN-0012284,DEV-SYN-00044,2025-08-10T19:04:00+00:00,0.546944,0.428742,10823.4,1114.2,84.1
TEL-SYN-0012285,DEV-SYN-00045,2025-08-10T19:30:00+00:00,0.177794,0.153590,10818.5,1114.2,50.0
TEL-SYN-0012286,DEV-SYN-00046,2025-08-10T19:56:00+00:00,0.284164,0.334720,10866.5,1114.3,52.6
TEL-SYN-0012287,DEV-SYN-00047,2025-08-10T20:22:00+00:00,0.172971,0.658315,10878.6,1114.4,84.2
TEL-SYN-0012288,DEV-SYN-00048,2025-08-10T20:48:00+00:00,0.733824,0.589952,10873.4,1114.4,32.8
TEL-SYN-0012289,DEV-SYN-00049,2025-08-10T21:14:00+00:00,0.251171,0.808620,10918.6,1114.4,63.2
TEL-SYN-0012290,DEV-SYN-00050,2025-08-10T21:40:00+00:00,0.398417,0.446207,10905.3,1114.5,65.2
TEL-SYN-0012291,DEV-SYN-00051,2025-08-10T22:06:00+00:00,0.833126,0.443407,10918.0,1114.6,53.1
TEL-SYN-0012292,DEV-SYN-00052,2025-08-10T22:32:00+00:00,0.853823,0.687926,10951.9,1114.6,30.5
TEL-SYN-0012293,DEV-SYN-00053,2025-08-10T22:58:00+00:00,0.538858,0.186355,10941.6,1114.6,82.2
TEL-SYN-0012294,DEV-SYN-00054,2025-08-10T23:24:00+00:00,0.426056,0.725673,10959.3,1114.7,74.7
TEL-SYN-0012295,DEV-SYN-00055,2025-08-10T23:50:00+00:00,0.809716,0.691928,10957.4,1114.8,68.2
TEL-SYN-0012296,DEV-SYN-00056,2025-08-11T00:16:00+00:00,0.391724,0.473579,10975.0,1114.8,36.4
TEL-SYN-0012297,DEV-SYN-00057,2025-08-11T00:42:00+00:00,0.187811,0.189566,11000.1,1114.8,31.5
TEL-SYN-0012298,DEV-SYN-00058,2025-08-11T01:08:00+00:00,0.693880,0.177834,10991.6,1114.9,70.5
TEL-SYN-0012299,DEV-SYN-00059,2025-08-11T01:34:00+00:00,0.817693,0.545044,11034.5,1115.0,76.7
TEL-SYN-0012300,DEV-SYN-00060,2025-08-11T02:00:00+00:00,0.273601,0.488924,11054.4,1115.0,98.4
TEL-SYN-0012301,DEV-SYN-00061,2025-08-11T02:26:00+00:00,0.133443,0.703072,11051.1,1115.0,84.1
TEL-SYN-0012302,DEV-SYN-00062,2025-08-11T02:52:00+00:00,0.884801,0.895091,11064.1,1115.1,64.9
TEL-SYN-0012303,DEV-SYN-00063,2025-08-11T03:18:00+00:00,0.226778,0.584225,11092.8,1115.2,26.1
TEL-SYN-0012304,DEV-SYN-00064,2025-08-11T03:44:00+00:00,0.105435,0.222954,11075.3,1115.2,50.6
TEL-SYN-0012305,DEV-SYN-00065,2025-08-11T04:10:00+00:00,0.592570,0.666732,11100.7,1115.2,51.5
TEL-SYN-0012306,DEV-SYN-00066,2025-08-11T04:36:00+00:00,0.786234,0.446064,11109.9,1115.3,54.9
TEL-SYN-0012307,DEV-SYN-00067,2025-08-11T05:02:00+00:00,0.157159,0.306222,11159.0,1115.4,65.4
TEL-SYN-0012308,DEV-SYN-00068,2025-08-11T05:28:00+00:00,0.301261,0.513901,11173.4,1115.4,94.7
TEL-SYN-0012309,DEV-SYN-00069,2025-08-11T05:54:00+00:00,0.823823,0.189602,11170.6,1115.4,64.7
TEL-SYN-0012310,DEV-SYN-00070,2025-08-11T06:20:00+00:00,0.847199,0.692355,11191.5,1115.5,28.6
TEL-SYN-0012311,DEV-SYN-00071,2025-08-11T06:46:00+00:00,0.225005,0.259053,11184.8,1115.6,66.7
TEL-SYN-0012312,DEV-SYN-00072,2025-08-11T07:12:00+00:00,0.562244,0.634867,11221.4,1115.6,32.4
TEL-SYN-0012313,DEV-SYN-00073,2025-08-11T07:38:00+00:00,0.336385,0.213003,11207.2,1115.6,77.2
TEL-SYN-0012314,DEV-SYN-00074,2025-08-11T08:04:00+00:00,0.725076,0.797174,11236.6,1115.7,78.0
TEL-SYN-0012315,DEV-SYN-00075,2025-08-11T08:30:00+00:00,0.563196,0.508304,11214.6,1115.8,50.1
TEL-SYN-0012316,DEV-SYN-00076,2025-08-11T08:56:00+00:00,0.608904,0.801823,11263.4,1115.8,98.7
TEL-SYN-0012317,DEV-SYN-00077,2025-08-11T09:22:00+00:00,0.404938,0.829639,11265.9,1115.8,37.6
TEL-SYN-0012318,DEV-SYN-00078,2025-08-11T09:48:00+00:00,0.583424,0.176729,11294.7,1115.9,91.4
TEL-SYN-0012319,DEV-SYN-00079,2025-08-11T10:14:00+00:00,0.298010,0.620463,11321.6,1116.0,59.3
TEL-SYN-0012320,DEV-SYN-00080,2025-08-11T10:40:00+00:00,0.111302,0.874642,11298.9,1116.0,91.6
TEL-SYN-0012321,DEV-SYN-00081,2025-08-11T11:06:00+00:00,0.574853,0.366221,11347.9,1116.0,97.7
TEL-SYN-0012322,DEV-SYN-00082,2025-08-11T11:32:00+00:00,0.671704,0.251396,11335.5,1116.1,37.2
TEL-SYN-0012323,DEV-SYN-00083,2025-08-11T11:58:00+00:00,0.397150,0.194760,11352.3,1116.2,76.1
TEL-SYN-0012324,DEV-SYN-00084,2025-08-11T12:24:00+00:00,0.492241,0.151312,11368.8,1116.2,72.6
TEL-SYN-0012325,DEV-SYN-00085,2025-08-11T12:50:00+00:00,0.454971,0.240622,11370.1,1116.2,59.2
TEL-SYN-0012326,DEV-SYN-00086,2025-08-11T13:16:00+00:00,0.435058,0.800709,11376.0,1116.3,47.4
TEL-SYN-0012327,DEV-SYN-00087,2025-08-11T13:42:00+00:00,0.469379,0.271241,11414.7,1116.4,66.5
TEL-SYN-0012328,DEV-SYN-00088,2025-08-11T14:08:00+00:00,0.153849,0.555403,11418.9,1116.4,87.0
TEL-SYN-0012329,DEV-SYN-00089,2025-08-11T14:34:00+00:00,0.266528,0.284871,11425.4,1116.4,99.4
TEL-SYN-0012330,DEV-SYN-00090,2025-08-11T15:00:00+00:00,0.692231,0.833843,11438.3,1116.5,80.3
TEL-SYN-0012331,DEV-SYN-00091,2025-08-11T15:26:00+00:00,0.285731,0.834011,11482.4,1116.6,70.6
TEL-SYN-0012332,DEV-SYN-00092,2025-08-11T15:52:00+00:00,0.358846,0.560880,11467.9,1116.6,82.0
TEL-SYN-0012333,DEV-SYN-00093,2025-08-11T16:18:00+00:00,0.342921,0.729201,11473.9,1116.6,97.8
TEL-SYN-0012334,DEV-SYN-00094,2025-08-11T16:44:00+00:00,0.678222,0.569542,11481.4,1116.7,51.4
TEL-SYN-0012335,DEV-SYN-00095,2025-08-11T17:10:00+00:00,0.849305,0.460954,11513.6,1116.8,67.5
TEL-SYN-0012336,DEV-SYN-00096,2025-08-11T17:36:00+00:00,0.834062,0.771969,11554.4,1116.8,93.1
TEL-SYN-0012337,DEV-SYN-00097,2025-08-11T18:02:00+00:00,0.488581,0.320388,11527.3,1116.8,27.6
TEL-SYN-0012338,DEV-SYN-00098,2025-08-11T18:28:00+00:00,0.743298,0.621061,11552.8,1116.9,94.6
TEL-SYN-0012339,DEV-SYN-00099,2025-08-11T18:54:00+00:00,0.222132,0.472830,11552.7,1117.0,56.4
TEL-SYN-0012340,DEV-SYN-00100,2025-08-11T19:20:00+00:00,0.514384,0.758130,11578.8,1117.0,58.7
TEL-SYN-0012341,DEV-SYN-00101,2025-08-11T19:46:00+00:00,0.259650,0.148507,11585.1,1117.0,39.1
TEL-SYN-0012342,DEV-SYN-00102,2025-08-11T20:12:00+00:00,0.837589,0.762504,11567.9,1117.1,70.4
TEL-SYN-0012343,DEV-SYN-00103,2025-08-11T20:38:00+00:00,0.441358,0.831548,11651.9,1117.2,75.7
TEL-SYN-0012344,DEV-SYN-00104,2025-08-11T21:04:00+00:00,0.587529,0.532156,11620.8,1117.2,76.7
TEL-SYN-0012345,DEV-SYN-00105,2025-08-11T21:30:00+00:00,0.512192,0.420045,11658.1,1117.2,66.0
TEL-SYN-0012346,DEV-SYN-00106,2025-08-11T21:56:00+00:00,0.818956,0.606337,11626.2,1117.3,33.2
TEL-SYN-0012347,DEV-SYN-00107,2025-08-11T22:22:00+00:00,0.891034,0.252585,11669.9,1117.4,45.4
TEL-SYN-0012348,DEV-SYN-00108,2025-08-11T22:48:00+00:00,0.860837,0.571066,11694.2,1117.4,79.5
TEL-SYN-0012349,DEV-SYN-00109,2025-08-11T23:14:00+00:00,0.797611,0.497356,11686.2,1117.4,88.6
TEL-SYN-0012350,DEV-SYN-00110,2025-08-11T23:40:00+00:00,0.633499,0.153886,11680.3,1117.5,98.1
TEL-SYN-0012351,DEV-SYN-00111,2025-08-12T00:06:00+00:00,0.589864,0.832392,11735.9,1117.6,39.0
TEL-SYN-0012352,DEV-SYN-00112,2025-08-12T00:32:00+00:00,0.406741,0.825436,11709.0,1117.6,86.8
TEL-SYN-0012353,DEV-SYN-00113,2025-08-12T00:58:00+00:00,0.284169,0.654347,11757.7,1117.6,75.8
TEL-SYN-0012354,DEV-SYN-00114,2025-08-12T01:24:00+00:00,0.161375,0.475107,11768.2,1117.7,26.8
TEL-SYN-0012355,DEV-SYN-00115,2025-08-12T01:50:00+00:00,0.811224,0.288310,11768.6,1117.8,35.4
TEL-SYN-0012356,DEV-SYN-00116,2025-08-12T02:16:00+00:00,0.314949,0.512233,11790.0,1117.8,46.4
TEL-SYN-0012357,DEV-SYN-00117,2025-08-12T02:42:00+00:00,0.203729,0.232376,11815.1,1117.8,28.0
TEL-SYN-0012358,DEV-SYN-00118,2025-08-12T03:08:00+00:00,0.738149,0.470591,11814.1,1117.9,92.6
TEL-SYN-0012359,DEV-SYN-00119,2025-08-12T03:34:00+00:00,0.681958,0.836949,11828.7,1118.0,47.2
TEL-SYN-0012360,DEV-SYN-00120,2025-08-12T04:00:00+00:00,0.709532,0.388777,11837.1,1118.0,31.3
TEL-SYN-0012361,DEV-SYN-00121,2025-08-12T04:26:00+00:00,0.849000,0.294329,11863.2,1118.0,47.8
TEL-SYN-0012362,DEV-SYN-00122,2025-08-12T04:52:00+00:00,0.856489,0.231420,11846.5,1118.1,65.9
TEL-SYN-0012363,DEV-SYN-00123,2025-08-12T05:18:00+00:00,0.866209,0.229678,11871.7,1118.2,86.0
TEL-SYN-0012364,DEV-SYN-00124,2025-08-12T05:44:00+00:00,0.306829,0.351930,11942.6,1118.2,44.6
TEL-SYN-0012365,DEV-SYN-00125,2025-08-12T06:10:00+00:00,0.121822,0.156725,11898.0,1118.2,29.1
TEL-SYN-0012366,DEV-SYN-00126,2025-08-12T06:36:00+00:00,0.855290,0.385028,11931.4,1118.3,58.9
TEL-SYN-0012367,DEV-SYN-00127,2025-08-12T07:02:00+00:00,0.651543,0.175889,11927.4,1118.4,35.5
TEL-SYN-0012368,DEV-SYN-00128,2025-08-12T07:28:00+00:00,0.709309,0.251991,11967.6,1118.4,65.1
TEL-SYN-0012369,DEV-SYN-00129,2025-08-12T07:54:00+00:00,0.238760,0.544338,11958.6,1118.4,47.5
TEL-SYN-0012370,DEV-SYN-00130,2025-08-12T08:20:00+00:00,0.583771,0.252642,11954.0,1118.5,89.0
TEL-SYN-0012371,DEV-SYN-00131,2025-08-12T08:46:00+00:00,0.823188,0.800982,12002.1,1118.6,88.2
TEL-SYN-0012372,DEV-SYN-00132,2025-08-12T09:12:00+00:00,0.394795,0.663844,11936.5,1118.6,67.8
TEL-SYN-0012373,DEV-SYN-00133,2025-08-12T09:38:00+00:00,0.694385,0.886312,11970.8,1118.6,41.4
TEL-SYN-0012374,DEV-SYN-00134,2025-08-12T10:04:00+00:00,0.528563,0.373957,12023.3,1118.7,34.2
TEL-SYN-0012375,DEV-SYN-00135,2025-08-12T10:30:00+00:00,0.717248,0.497348,12025.0,1118.8,91.7
TEL-SYN-0012376,DEV-SYN-00136,2025-08-12T10:56:00+00:00,0.472967,0.473224,12053.6,1118.8,60.2
TEL-SYN-0012377,DEV-SYN-00137,2025-08-12T11:22:00+00:00,0.599502,0.220591,12051.3,1118.8,70.7
TEL-SYN-0012378,DEV-SYN-00138,2025-08-12T11:48:00+00:00,0.848959,0.628212,12101.9,1118.9,34.5
TEL-SYN-0012379,DEV-SYN-00139,2025-08-12T12:14:00+00:00,0.783592,0.429566,12070.3,1119.0,82.8
TEL-SYN-0012380,DEV-SYN-00140,2025-08-12T12:40:00+00:00,0.879100,0.224911,12075.7,1119.0,42.9
TEL-SYN-0012381,DEV-SYN-00141,2025-08-12T13:06:00+00:00,0.809920,0.666976,12126.2,1119.0,25.9
TEL-SYN-0012382,DEV-SYN-00142,2025-08-12T13:32:00+00:00,0.680040,0.145116,12085.8,1119.1,91.1
TEL-SYN-0012383,DEV-SYN-00143,2025-08-12T13:58:00+00:00,0.133947,0.875138,12117.4,1119.2,28.8
TEL-SYN-0012384,DEV-SYN-00144,2025-08-12T14:24:00+00:00,0.507126,0.721617,12125.5,1119.2,47.6
TEL-SYN-0012385,DEV-SYN-00145,2025-08-12T14:50:00+00:00,0.302089,0.363302,12140.3,1119.2,53.3
TEL-SYN-0012386,DEV-SYN-00146,2025-08-12T15:16:00+00:00,0.187282,0.308946,12184.9,1119.3,38.0
TEL-SYN-0012387,DEV-SYN-00147,2025-08-12T15:42:00+00:00,0.679889,0.299149,12157.9,1119.4,66.5
TEL-SYN-0012388,DEV-SYN-00148,2025-08-12T16:08:00+00:00,0.322995,0.583724,12227.0,1119.4,46.5
TEL-SYN-0012389,DEV-SYN-00149,2025-08-12T16:34:00+00:00,0.408443,0.256817,12231.8,1119.4,27.0
TEL-SYN-0012390,DEV-SYN-00150,2025-08-12T17:00:00+00:00,0.692666,0.704011,12203.9,1119.5,70.7
TEL-SYN-0012391,DEV-SYN-00151,2025-08-12T17:26:00+00:00,0.269132,0.153144,12240.6,1119.6,29.7
TEL-SYN-0012392,DEV-SYN-00152,2025-08-12T17:52:00+00:00,0.503621,0.488005,12251.5,1119.6,70.7
TEL-SYN-0012393,DEV-SYN-00153,2025-08-12T18:18:00+00:00,0.197180,0.264228,12282.7,1119.6,98.2
TEL-SYN-0012394,DEV-SYN-00154,2025-08-12T18:44:00+00:00,0.889376,0.686807,12269.5,1119.7,59.3
TEL-SYN-0012395,DEV-SYN-00155,2025-08-12T19:10:00+00:00,0.260742,0.376463,12270.7,1119.8,93.7
TEL-SYN-0012396,DEV-SYN-00156,2025-08-12T19:36:00+00:00,0.386199,0.698838,12303.2,1119.8,60.8
TEL-SYN-0012397,DEV-SYN-00157,2025-08-12T20:02:00+00:00,0.127247,0.827090,12320.7,1119.8,96.2
TEL-SYN-0012398,DEV-SYN-00158,2025-08-12T20:28:00+00:00,0.121825,0.123406,12340.6,1119.9,78.3
TEL-SYN-0012399,DEV-SYN-00159,2025-08-12T20:54:00+00:00,0.679618,0.480611,12349.5,1120.0,25.5
TEL-SYN-0012400,DEV-SYN-00160,2025-08-12T21:20:00+00:00,0.435077,0.501280,12323.9,1120.0,53.0
TEL-SYN-0012401,DEV-SYN-00161,2025-08-12T21:46:00+00:00,0.489132,0.156716,12370.7,1120.0,65.3
TEL-SYN-0012402,DEV-SYN-00162,2025-08-12T22:12:00+00:00,0.183940,0.353382,12360.6,1120.1,92.6
TEL-SYN-0012403,DEV-SYN-00163,2025-08-12T22:38:00+00:00,0.780428,0.507549,12366.1,1120.2,82.1
TEL-SYN-0012404,DEV-SYN-00164,2025-08-12T23:04:00+00:00,0.566277,0.391330,12373.6,1120.2,39.7
TEL-SYN-0012405,DEV-SYN-00165,2025-08-12T23:30:00+00:00,0.109807,0.422328,12423.6,1120.2,80.5
TEL-SYN-0012406,DEV-SYN-00166,2025-08-12T23:56:00+00:00,0.654562,0.802348,12420.1,1120.3,91.0
TEL-SYN-0012407,DEV-SYN-00167,2025-08-13T00:22:00+00:00,0.490498,0.283729,12423.7,1120.4,83.6
TEL-SYN-0012408,DEV-SYN-00168,2025-08-13T00:48:00+00:00,0.758940,0.579362,12447.7,1120.4,91.5
TEL-SYN-0012409,DEV-SYN-00169,2025-08-13T01:14:00+00:00,0.570264,0.817154,12470.1,1120.4,89.7
TEL-SYN-0012410,DEV-SYN-00170,2025-08-13T01:40:00+00:00,0.405758,0.791761,12487.3,1120.5,90.4
TEL-SYN-0012411,DEV-SYN-00171,2025-08-13T02:06:00+00:00,0.707792,0.464018,12479.9,1120.6,81.7
TEL-SYN-0012412,DEV-SYN-00172,2025-08-13T02:32:00+00:00,0.277482,0.173339,12477.3,1120.6,99.4
TEL-SYN-0012413,DEV-SYN-00173,2025-08-13T02:58:00+00:00,0.164417,0.549068,12521.5,1120.6,81.7
TEL-SYN-0012414,DEV-SYN-00174,2025-08-13T03:24:00+00:00,0.782466,0.269349,12563.3,1120.7,30.5
TEL-SYN-0012415,DEV-SYN-00175,2025-08-13T03:50:00+00:00,0.318538,0.225817,12554.2,1120.8,38.9
TEL-SYN-0012416,DEV-SYN-00176,2025-08-13T04:16:00+00:00,0.724116,0.611715,12538.5,1120.8,95.1
TEL-SYN-0012417,DEV-SYN-00177,2025-08-13T04:42:00+00:00,0.521259,0.754716,12581.0,1120.8,50.6
TEL-SYN-0012418,DEV-SYN-00178,2025-08-13T05:08:00+00:00,0.361967,0.218024,12545.3,1120.9,74.0
TEL-SYN-0012419,DEV-SYN-00179,2025-08-13T05:34:00+00:00,0.549540,0.735443,12626.7,1121.0,65.4
TEL-SYN-0012420,DEV-SYN-00180,2025-08-13T06:00:00+00:00,0.822018,0.127729,12583.1,1121.0,80.8
TEL-SYN-0012421,DEV-SYN-00001,2025-08-13T06:26:00+00:00,0.138065,0.488620,10284.9,1121.0,97.5
TEL-SYN-0012422,DEV-SYN-00002,2025-08-13T06:52:00+00:00,0.145880,0.692356,10273.3,1121.1,91.2
TEL-SYN-0012423,DEV-SYN-00003,2025-08-13T07:18:00+00:00,0.815842,0.594247,10331.0,1121.2,27.5
TEL-SYN-0012424,DEV-SYN-00004,2025-08-13T07:44:00+00:00,0.384121,0.312207,10293.2,1121.2,74.1
TEL-SYN-0012425,DEV-SYN-00005,2025-08-13T08:10:00+00:00,0.871701,0.161972,10353.4,1121.2,46.2
TEL-SYN-0012426,DEV-SYN-00006,2025-08-13T08:36:00+00:00,0.204740,0.175378,10305.7,1121.3,47.6
TEL-SYN-0012427,DEV-SYN-00007,2025-08-13T09:02:00+00:00,0.500949,0.512737,10387.6,1121.4,85.1
TEL-SYN-0012428,DEV-SYN-00008,2025-08-13T09:28:00+00:00,0.118982,0.561596,10330.9,1121.4,46.9
TEL-SYN-0012429,DEV-SYN-00009,2025-08-13T09:54:00+00:00,0.227891,0.229479,10386.6,1121.4,28.8
TEL-SYN-0012430,DEV-SYN-00010,2025-08-13T10:20:00+00:00,0.425890,0.714690,10383.1,1121.5,25.2
TEL-SYN-0012431,DEV-SYN-00011,2025-08-13T10:46:00+00:00,0.146792,0.160544,10416.8,1121.6,77.6
TEL-SYN-0012432,DEV-SYN-00012,2025-08-13T11:12:00+00:00,0.332638,0.560721,10461.5,1121.6,63.0
TEL-SYN-0012433,DEV-SYN-00013,2025-08-13T11:38:00+00:00,0.293984,0.425008,10443.1,1121.6,47.9
TEL-SYN-0012434,DEV-SYN-00014,2025-08-13T12:04:00+00:00,0.629359,0.209877,10451.5,1121.7,48.7
TEL-SYN-0012435,DEV-SYN-00015,2025-08-13T12:30:00+00:00,0.892957,0.573778,10468.7,1121.8,35.2
TEL-SYN-0012436,DEV-SYN-00016,2025-08-13T12:56:00+00:00,0.265068,0.519208,10441.0,1121.8,54.7
TEL-SYN-0012437,DEV-SYN-00017,2025-08-13T13:22:00+00:00,0.168684,0.899572,10506.0,1121.8,38.0
TEL-SYN-0012438,DEV-SYN-00018,2025-08-13T13:48:00+00:00,0.836889,0.685336,10545.4,1121.9,95.9
TEL-SYN-0012439,DEV-SYN-00019,2025-08-13T14:14:00+00:00,0.318184,0.520656,10549.7,1122.0,58.0
TEL-SYN-0012440,DEV-SYN-00020,2025-08-13T14:40:00+00:00,0.118119,0.171391,10518.2,1122.0,66.2
TEL-SYN-0012441,DEV-SYN-00021,2025-08-13T15:06:00+00:00,0.285442,0.274935,10529.6,1122.0,60.2
TEL-SYN-0012442,DEV-SYN-00022,2025-08-13T15:32:00+00:00,0.412951,0.619969,10591.0,1122.1,63.8
TEL-SYN-0012443,DEV-SYN-00023,2025-08-13T15:58:00+00:00,0.176457,0.838157,10575.5,1122.2,43.4
TEL-SYN-0012444,DEV-SYN-00024,2025-08-13T16:24:00+00:00,0.404028,0.316901,10569.8,1122.2,53.5
TEL-SYN-0012445,DEV-SYN-00025,2025-08-13T16:50:00+00:00,0.749463,0.251519,10602.0,1122.2,32.5
TEL-SYN-0012446,DEV-SYN-00026,2025-08-13T17:16:00+00:00,0.224554,0.799666,10642.2,1122.3,49.6
TEL-SYN-0012447,DEV-SYN-00027,2025-08-13T17:42:00+00:00,0.598097,0.716368,10602.2,1122.4,69.4
TEL-SYN-0012448,DEV-SYN-00028,2025-08-13T18:08:00+00:00,0.485985,0.307496,10631.0,1122.4,86.2
TEL-SYN-0012449,DEV-SYN-00029,2025-08-13T18:34:00+00:00,0.135661,0.817842,10638.7,1122.4,26.0
TEL-SYN-0012450,DEV-SYN-00030,2025-08-13T19:00:00+00:00,0.694452,0.464284,10693.5,1122.5,45.5
TEL-SYN-0012451,DEV-SYN-00031,2025-08-13T19:26:00+00:00,0.217977,0.294665,10675.3,1122.6,27.7
TEL-SYN-0012452,DEV-SYN-00032,2025-08-13T19:52:00+00:00,0.395864,0.664677,10686.8,1122.6,42.8
TEL-SYN-0012453,DEV-SYN-00033,2025-08-13T20:18:00+00:00,0.598526,0.441437,10729.5,1122.6,79.0
TEL-SYN-0012454,DEV-SYN-00034,2025-08-13T20:44:00+00:00,0.160801,0.105891,10682.7,1122.7,55.7
TEL-SYN-0012455,DEV-SYN-00035,2025-08-13T21:10:00+00:00,0.884550,0.343217,10747.2,1122.8,72.3
TEL-SYN-0012456,DEV-SYN-00036,2025-08-13T21:36:00+00:00,0.815777,0.623485,10747.6,1122.8,91.3
TEL-SYN-0012457,DEV-SYN-00037,2025-08-13T22:02:00+00:00,0.132663,0.321613,10752.5,1122.8,26.8
TEL-SYN-0012458,DEV-SYN-00038,2025-08-13T22:28:00+00:00,0.739154,0.354509,10772.1,1122.9,26.8
TEL-SYN-0012459,DEV-SYN-00039,2025-08-13T22:54:00+00:00,0.675476,0.747336,10799.9,1123.0,78.8
TEL-SYN-0012460,DEV-SYN-00040,2025-08-13T23:20:00+00:00,0.765621,0.220610,10809.1,1123.0,59.8
TEL-SYN-0012461,DEV-SYN-00041,2025-08-13T23:46:00+00:00,0.648128,0.761330,10803.5,1123.0,86.8
TEL-SYN-0012462,DEV-SYN-00042,2025-08-14T00:12:00+00:00,0.895450,0.123160,10828.2,1123.1,63.1
TEL-SYN-0012463,DEV-SYN-00043,2025-08-14T00:38:00+00:00,0.249933,0.194727,10846.2,1123.2,40.1
TEL-SYN-0012464,DEV-SYN-00044,2025-08-14T01:04:00+00:00,0.245067,0.462922,10829.2,1123.2,72.4
TEL-SYN-0012465,DEV-SYN-00045,2025-08-14T01:30:00+00:00,0.863618,0.343737,10823.7,1123.2,96.6
TEL-SYN-0012466,DEV-SYN-00046,2025-08-14T01:56:00+00:00,0.235848,0.787716,10873.4,1123.3,55.4
TEL-SYN-0012467,DEV-SYN-00047,2025-08-14T02:22:00+00:00,0.610149,0.774570,10885.4,1123.4,92.1
TEL-SYN-0012468,DEV-SYN-00048,2025-08-14T02:48:00+00:00,0.526540,0.385215,10874.4,1123.4,42.4
TEL-SYN-0012469,DEV-SYN-00049,2025-08-14T03:14:00+00:00,0.521879,0.175962,10924.3,1123.4,72.2
